Year,Value,UNIT_MEASURE
2010,14.9,пайыз
2011,17.8,пайыз
2012,21.5,пайыз
2013,23.0,пайыз
2014,16.22,пайыз
2015,9.3,пайыз
2016,7.41,пайыз
2017,4.38,пайыз
2018,3.6,пайыз
2019,24.66,пайыз
