Year,Value,SERIES,UNIT_MEASURE
2010,13.1,қалыпты және қатал ауытқушылық,пайыз
2010,5.4,нормадан күшті ауытқу,пайыз
2015,8.0,қалыпты және қатал ауытқушылық,пайыз
2015,2.4,нормадан күшті ауытқу,пайыз
