Year,Value,UNIT_MEASURE
2010,36.5,пайыз
2011,51.6,пайыз
2012,40.2,пайыз
2013,29.4,пайыз
2014,36.7,пайыз
2015,40.1,пайыз
2016,43.4,пайыз
2017,41.6,пайыз
2018,42.9,пайыз
2019,41.2,пайыз
